Command: ['unet.py', '--hpu', '--use_lazy_mode', '--run-name', '128-batch-256-3', '--epochs', '50', '--image-size', '128', '--batch-size', '256', '--cache-path', 'kaggle_duped_cache', '--weights-file', '128-b-256-3.pt']
Begin CSV
type,epoch,time,loss,dsc
loaders_init,,25.579113006591797,,
train,1,142.96947526931763,0.9525264788556982,
eval,1,11.113506078720093,0.9823590119679769, 0.05754261894563119
train,2,108.12795424461365,0.9367320305771298,
eval,2,0.6862895488739014,0.980391263961792, 0.09851847088986009
train,3,112.49097943305969,0.9314467189488588,
eval,3,0.6884162425994873,0.9789431293805441, 0.08096445906729752
train,4,109.779048204422,0.9264977938599057,
eval,4,0.6805856227874756,0.9780789613723755, 0.08618184851756774
train,5,109.68063592910767,0.9227782719665103,
eval,5,0.7339892387390137,0.978034516175588, 0.05887079103060404
train,6,113.49811124801636,0.9187750860496804,
eval,6,0.7147946357727051,0.9774536887804667, 0.10447808383487245
train,7,111.3860433101654,0.913500205234245,
eval,7,0.6970276832580566,0.9765824278195699, 0.11725464102417549
train,8,110.59551191329956,0.907863673236635,
eval,8,0.6790521144866943,0.976300835609436, 0.10834687953314448
train,9,112.18569731712341,0.9021900207908066,
eval,9,0.6878879070281982,0.9760888417561849, 0.12329934592874332
train,10,111.90038800239563,0.8963241047329373,
eval,10,0.6976974010467529,0.9742822051048279, 0.17058881172464133
train,11,111.34257388114929,0.8901286986139085,
eval,11,0.6913361549377441,0.976020892461141, 0.12551511326586154
train,12,112.49282121658325,0.8830678043542085,
eval,12,0.6843891143798828,0.975151797135671, 0.12672579646491802
train,13,113.7955424785614,0.8755943024599994,
eval,13,0.7245283126831055,0.9759325981140137, 0.062023434375223896
train,14,110.81344246864319,0.8666565363053922,
eval,14,0.7339379787445068,0.9730480710665385, 0.13373839773049007
train,15,110.84156227111816,0.856849201299526,
eval,15,0.6945698261260986,0.9760663310686747, 0.1114327555543688
train,16,112.70047044754028,0.8464796443780264,
eval,16,0.6899654865264893,0.9714179039001465, 0.10878732516461034
train,17,109.63122630119324,0.834598966218807,
eval,17,0.6874043941497803,0.9748492240905762, 0.11029059829059829
train,18,110.60994076728821,0.8214646191508682,
eval,18,0.6848134994506836,0.9731571276982626, 0.11637364143076531
train,19,108.81792783737183,0.8052812295931356,
eval,19,0.7024636268615723,0.9754591981569926, 0.10444991478886574
train,20,110.43148279190063,0.7891938366271831,
eval,20,0.6943926811218262,0.9655546943346659, 0.17684835056275722
train,21,115.32280039787292,0.771682694002434,
eval,21,0.7607488632202148,0.9696419835090637, 0.13165385404016183
train,22,129.00691866874695,0.753343853685591,
eval,22,0.7488884925842285,0.970940907796224, 0.12209037580829804
train,23,126.45855498313904,0.7324610871297342,
eval,23,0.828474760055542,0.9749124844868978, 0.08515030150922061
train,24,132.00830841064453,0.7077743256533587,
eval,24,0.7404232025146484,0.9716351429621378, 0.1255671137341331
train,25,121.54729223251343,0.6822464344678102,
eval,25,0.7388086318969727,0.9655754764874777, 0.13919899751845594
train,26,127.1852924823761,0.6536544428931342,
eval,26,0.7494752407073975,0.9633945822715759, 0.15369330584188753
train,27,135.28855180740356,0.6220570813726496,
eval,27,0.7341699600219727,0.987497866153717, 0.011074422148844297
train,28,125.05545949935913,0.5979904190257743,
eval,28,0.7291479110717773,0.9782771269480387, 0.08905349794238683
train,29,127.79989218711853,0.5663735160121212,
eval,29,0.7261955738067627,0.9815182288487753, 0.06770260578532153
train,30,123.593421459198,0.5054136514663696,
eval,30,0.7386868000030518,0.9578660925229391, 0.1522891786390349
train,31,127.62693214416504,0.46632627535749366,
eval,31,0.7305300235748291,0.9624315897623698, 0.13438312656884144
