Command: ['unet.py', '--hpu', '--use_lazy_mode', '--run-name', '128-duped-128-2', '--epochs', '50', '--image-size', '128', '--cache-path', 'kaggle_duped_cache', '--weights-file', '128-b-128-2.pt']
Begin CSV
type,epoch,time,loss,dsc
loaders_init,,8.122014045715332,,
train,1,165.85448360443115,0.9397244653023711,
eval,1,5.811747789382935,0.9727807392676672, 0.0945805356113212
train,2,140.2602903842926,0.9237676052325362,
eval,2,2.0650625228881836,0.9704835265874863, 0.05945707118645009
train,3,137.56600189208984,0.9066002497432428,
eval,3,0.8861050605773926,0.9760875801245371, 0.1215723411472023
train,4,141.4140396118164,0.8847005449303793,
eval,4,0.9537701606750488,0.9719276229540507, 0.14771822125686246
train,5,141.57218098640442,0.8533025638225975,
eval,5,0.844761848449707,0.9777931819359461, 0.08720420683610867
train,6,139.39302015304565,0.8090097111299497,
eval,6,0.9721388816833496,0.9759425471226374, 0.0964106677361139
train,7,137.9002983570099,0.7469896023426581,
eval,7,0.9087429046630859,0.9620622992515564, 0.14324070761756205
train,8,132.8698456287384,0.6683761286079337,
eval,8,0.796762228012085,0.9680492331584295, 0.11996279069767442
train,9,131.12473702430725,0.5756524079436556,
eval,9,0.9579548835754395,0.9613435119390488, 0.13897522695799353
train,10,135.28020572662354,0.49141837178020303,
eval,10,0.8059723377227783,0.956722637017568, 0.13614810003247807
train,11,134.92066550254822,0.4189553938874411,
eval,11,0.8087584972381592,0.9531101882457733, 0.13597983616887208
train,12,132.29902601242065,0.3657215483691714,
eval,12,0.7855751514434814,0.9570823858181635, 0.11950428979980934
train,13,132.64969873428345,0.3124865162263223,
eval,13,1.7518434524536133,0.9534630129734675, 0.12495806150978565
train,14,130.18511819839478,0.28143703691456295,
eval,14,0.7780759334564209,0.9508360822995504, 0.1273064097814005
train,15,131.50247979164124,0.24386283591252947,
eval,15,0.8347463607788086,0.9462620069583257, 0.13478793900874356
train,16,136.84590482711792,0.22256195463171793,
eval,16,0.8461976051330566,0.9439530819654465, 0.13737440289902816
train,17,140.63817024230957,0.2179379635447756,
eval,17,0.8377170562744141,0.9426158517599106, 0.13885615251299827
train,18,135.98006057739258,0.20083747790494097,
eval,18,0.8194026947021484,0.9412885457277298, 0.13959685685001708
train,19,130.40017795562744,0.18776036183768458,
eval,19,0.8339836597442627,0.9465684195359548, 0.1256267942583732
train,20,128.15573000907898,0.1798068416227988,
eval,20,0.867539644241333,0.9468100269635519, 0.12553396190109678
train,21,122.90474939346313,0.17042951736975154,
eval,21,0.7902238368988037,0.9377991159756979, 0.14363040855024994
train,22,123.35090565681458,0.16262357989582446,
eval,22,0.782637357711792,0.9400019297997156, 0.13561958635319074
train,23,119.29117274284363,0.1584513605734624,
eval,23,0.7800233364105225,0.9366439978281657, 0.1411144313587625
train,24,121.0145115852356,0.14860886745496626,
eval,24,0.7452614307403564,0.934250995516777, 0.14986008230452674
train,25,114.72643375396729,0.1544132918939678,
eval,25,0.7739558219909668,0.939241404334704, 0.1338425168212402
train,26,118.62917375564575,0.1470954237727944,
eval,26,0.7871708869934082,0.9392770379781723, 0.12987497667475276
train,27,121.82257890701294,0.1453400153085726,
eval,27,0.7316625118255615,0.9341318011283875, 0.14132958142806895
train,28,123.63250494003296,0.14435011449210142,
eval,28,0.7575852870941162,0.928632453083992, 0.14895207148659625
train,29,121.88691425323486,0.1464492990336287,
eval,29,0.8052842617034912,0.9310401181379954, 0.141539504916921
train,30,128.95161485671997,0.15272975678837628,
eval,30,0.797905683517456,0.9299405068159103, 0.1449974520129098
train,31,137.68132400512695,0.1420754743825405,
eval,31,0.997802734375,0.9322756181160609, 0.11273247496423462
train,32,140.04280042648315,0.13352276070402302,
eval,32,0.8475730419158936,0.9271492809057236, 0.1428419748717041
train,33,140.5154402256012,0.13296720823016736,
eval,33,0.8058376312255859,0.9256822764873505, 0.14458333333333334
train,34,137.1090018749237,0.13103631248167896,
eval,34,1.7906734943389893,0.9254512588183085, 0.13227415481248844
train,35,134.7732880115509,0.12833693842275426,
